nbpts,z_h,Te
2848,2.06E+11,2.36E+06
2849,2.07E+11,2.36E+06
2850,2.07E+11,2.36E+06
2851,2.07E+11,2.36E+06
2852,2.07E+11,2.36E+06
2853,2.07E+11,2.36E+06
2854,2.07E+11,2.36E+06
2855,2.07E+11,2.36E+06
2856,2.07E+11,2.36E+06
2857,2.07E+11,2.36E+06
2858,2.07E+11,2.36E+06
2859,2.07E+11,2.36E+06
2860,2.07E+11,2.36E+06
2861,2.07E+11,2.36E+06
2862,2.07E+11,2.36E+06
2863,2.08E+11,2.36E+06
2864,2.08E+11,2.36E+06
2865,2.08E+11,2.36E+06
2866,2.08E+11,2.36E+06
2867,2.08E+11,2.36E+06
2868,2.08E+11,2.36E+06
2869,2.08E+11,2.36E+06
2870,2.08E+11,2.36E+06
2871,2.08E+11,2.36E+06
2872,2.08E+11,2.36E+06
2873,2.08E+11,2.36E+06
2874,2.08E+11,2.36E+06
2875,2.08E+11,2.36E+06
2876,2.08E+11,2.36E+06
2877,2.09E+11,2.36E+06
2878,2.09E+11,2.36E+06
2879,2.09E+11,2.36E+06
2880,2.09E+11,2.36E+06
2881,2.09E+11,2.36E+06
2882,2.09E+11,2.36E+06
2883,2.09E+11,2.36E+06
2884,2.09E+11,2.36E+06
2885,2.09E+11,2.36E+06
2886,2.09E+11,2.36E+06
2887,2.09E+11,2.36E+06
2888,2.09E+11,2.36E+06
2889,2.09E+11,2.36E+06
2890,2.09E+11,2.36E+06
2891,2.10E+11,2.36E+06
2892,2.10E+11,2.36E+06
2893,2.10E+11,2.36E+06
2894,2.10E+11,2.36E+06
2895,2.10E+11,2.36E+06
2896,2.10E+11,2.36E+06
2897,2.10E+11,2.36E+06
2898,2.10E+11,2.36E+06
2899,2.10E+11,2.36E+06
2900,2.10E+11,2.36E+06
2901,2.10E+11,2.36E+06
2902,2.10E+11,2.36E+06
2903,2.10E+11,2.36E+06
2904,2.11E+11,2.36E+06
2905,2.11E+11,2.36E+06
2906,2.11E+11,2.36E+06
2907,2.11E+11,2.36E+06
2908,2.11E+11,2.36E+06
2909,2.11E+11,2.36E+06
2910,2.11E+11,2.36E+06
2911,2.11E+11,2.36E+06
2912,2.11E+11,2.36E+06
2913,2.11E+11,2.36E+06
2914,2.11E+11,2.36E+06
2915,2.11E+11,2.36E+06
2916,2.11E+11,2.36E+06
2917,2.11E+11,2.36E+06
2918,2.12E+11,2.36E+06
2919,2.12E+11,2.36E+06
2920,2.12E+11,2.36E+06
2921,2.12E+11,2.36E+06
2922,2.12E+11,2.36E+06
2923,2.12E+11,2.36E+06
2924,2.12E+11,2.36E+06
2925,2.12E+11,2.36E+06
2926,2.12E+11,2.36E+06
2927,2.12E+11,2.36E+06
2928,2.12E+11,2.36E+06
2929,2.12E+11,2.36E+06
2930,2.12E+11,2.36E+06
2931,2.12E+11,2.36E+06
2932,2.13E+11,2.36E+06
2933,2.13E+11,2.36E+06
2934,2.13E+11,2.36E+06
2935,2.13E+11,2.36E+06
2936,2.13E+11,2.36E+06
2937,2.13E+11,2.36E+06
2938,2.13E+11,2.36E+06
2939,2.13E+11,2.36E+06
2940,2.13E+11,2.36E+06
2941,2.13E+11,2.36E+06
2942,2.13E+11,2.36E+06
2943,2.13E+11,2.36E+06
2944,2.13E+11,2.36E+06
2945,2.13E+11,2.36E+06
2946,2.14E+11,2.36E+06
2947,2.14E+11,2.36E+06
2948,2.14E+11,2.36E+06
2949,2.14E+11,2.36E+06
2950,2.14E+11,2.36E+06
2951,2.14E+11,2.36E+06
2952,2.14E+11,2.36E+06
2953,2.14E+11,2.36E+06
2954,2.14E+11,2.36E+06
2955,2.14E+11,2.36E+06
2956,2.14E+11,2.36E+06
2957,2.14E+11,2.36E+06
2958,2.14E+11,2.36E+06
2959,2.14E+11,2.36E+06
2960,2.15E+11,2.36E+06
2961,2.15E+11,2.36E+06
2962,2.15E+11,2.36E+06
2963,2.15E+11,2.36E+06
2964,2.15E+11,2.36E+06
2965,2.15E+11,2.36E+06
2966,2.15E+11,2.36E+06
2967,2.15E+11,2.36E+06
2968,2.15E+11,2.36E+06
2969,2.15E+11,2.36E+06
2970,2.15E+11,2.36E+06
2971,2.15E+11,2.36E+06
2972,2.15E+11,2.36E+06
2973,2.16E+11,2.36E+06
2974,2.16E+11,2.36E+06
2975,2.16E+11,2.36E+06
2976,2.16E+11,2.36E+06
2977,2.16E+11,2.36E+06
2978,2.16E+11,2.36E+06
2979,2.16E+11,2.36E+06
2980,2.16E+11,2.36E+06
2981,2.16E+11,2.36E+06
2982,2.16E+11,2.36E+06
2983,2.16E+11,2.36E+06
2984,2.16E+11,2.36E+06
2985,2.16E+11,2.36E+06
2986,2.16E+11,2.36E+06
2987,2.17E+11,2.36E+06
2988,2.17E+11,2.36E+06
2989,2.17E+11,2.36E+06
2990,2.17E+11,2.36E+06
2991,2.17E+11,2.36E+06
2992,2.17E+11,2.36E+06
2993,2.17E+11,2.36E+06
2994,2.17E+11,2.36E+06
2995,2.17E+11,2.36E+06
2996,2.17E+11,2.36E+06
2997,2.17E+11,2.36E+06
2998,2.17E+11,2.36E+06
2999,2.17E+11,2.36E+06
3000,2.17E+11,2.36E+06
3001,2.18E+11,2.36E+06
3002,2.18E+11,2.36E+06
3003,2.18E+11,2.36E+06
3004,2.18E+11,2.36E+06
3005,2.18E+11,2.36E+06
3006,2.18E+11,2.36E+06
3007,2.18E+11,2.36E+06
3008,2.18E+11,2.36E+06
3009,2.18E+11,2.36E+06
3010,2.18E+11,2.36E+06
3011,2.18E+11,2.36E+06
3012,2.18E+11,2.36E+06
3013,2.18E+11,2.36E+06
3014,2.18E+11,2.36E+06
3015,2.19E+11,2.36E+06
3016,2.19E+11,2.36E+06
3017,2.19E+11,2.36E+06
3018,2.19E+11,2.36E+06
3019,2.19E+11,2.36E+06
3020,2.19E+11,2.36E+06
3021,2.19E+11,2.36E+06
3022,2.19E+11,2.36E+06
3023,2.19E+11,2.36E+06
3024,2.19E+11,2.36E+06
3025,2.19E+11,2.36E+06
3026,2.19E+11,2.36E+06
3027,2.19E+11,2.36E+06
3028,2.19E+11,2.36E+06
3029,2.20E+11,2.36E+06
3030,2.20E+11,2.36E+06
3031,2.20E+11,2.36E+06
3032,2.20E+11,2.36E+06
3033,2.20E+11,2.36E+06
3034,2.20E+11,2.36E+06
3035,2.20E+11,2.36E+06
3036,2.20E+11,2.36E+06
3037,2.20E+11,2.36E+06
3038,2.20E+11,2.36E+06
3039,2.20E+11,2.36E+06
3040,2.20E+11,2.36E+06
3041,2.20E+11,2.36E+06
3042,2.21E+11,2.36E+06
3043,2.21E+11,2.36E+06
3044,2.21E+11,2.36E+06
3045,2.21E+11,2.36E+06
3046,2.21E+11,2.36E+06
3047,2.21E+11,2.36E+06
3048,2.21E+11,2.36E+06
3049,2.21E+11,2.36E+06
3050,2.21E+11,2.36E+06
3051,2.21E+11,2.36E+06
3052,2.21E+11,2.36E+06
3053,2.21E+11,2.36E+06
3054,2.21E+11,2.36E+06
3055,2.21E+11,2.36E+06
3056,2.22E+11,2.36E+06
3057,2.22E+11,2.36E+06
3058,2.22E+11,2.36E+06
3059,2.22E+11,2.36E+06
3060,2.22E+11,2.36E+06
3061,2.22E+11,2.36E+06
3062,2.22E+11,2.36E+06
3063,2.22E+11,2.36E+06
3064,2.22E+11,2.36E+06
3065,2.22E+11,2.36E+06
3066,2.22E+11,2.36E+06
3067,2.22E+11,2.36E+06
3068,2.22E+11,2.36E+06
3069,2.22E+11,2.36E+06
3070,2.23E+11,2.36E+06
3071,2.23E+11,2.36E+06
3072,2.23E+11,2.36E+06
3073,2.23E+11,2.36E+06
3074,2.23E+11,2.36E+06
3075,2.23E+11,2.36E+06
3076,2.23E+11,2.36E+06
3077,2.23E+11,2.36E+06
3078,2.23E+11,2.36E+06
3079,2.23E+11,2.36E+06
3080,2.23E+11,2.36E+06
3081,2.23E+11,2.36E+06
3082,2.23E+11,2.36E+06
3083,2.23E+11,2.36E+06
3084,2.24E+11,2.36E+06
3085,2.24E+11,2.36E+06
3086,2.24E+11,2.36E+06
3087,2.24E+11,2.36E+06
3088,2.24E+11,2.36E+06
3089,2.24E+11,2.36E+06
3090,2.24E+11,2.36E+06
3091,2.24E+11,2.36E+06
3092,2.24E+11,2.36E+06
3093,2.24E+11,2.36E+06
3094,2.24E+11,2.36E+06
3095,2.24E+11,2.36E+06
3096,2.24E+11,2.36E+06
3097,2.24E+11,2.36E+06
3098,2.25E+11,2.36E+06
3099,2.25E+11,2.36E+06
3100,2.25E+11,2.36E+06
3101,2.25E+11,2.36E+06
3102,2.25E+11,2.36E+06
3103,2.25E+11,2.36E+06
3104,2.25E+11,2.36E+06
3105,2.25E+11,2.36E+06
3106,2.25E+11,2.36E+06
3107,2.25E+11,2.36E+06
3108,2.25E+11,2.36E+06
3109,2.25E+11,2.36E+06
3110,2.25E+11,2.36E+06
3111,2.26E+11,2.36E+06
3112,2.26E+11,2.36E+06
3113,2.26E+11,2.36E+06
3114,2.26E+11,2.36E+06
3115,2.26E+11,2.36E+06
3116,2.26E+11,2.36E+06
3117,2.26E+11,2.36E+06
3118,2.26E+11,2.36E+06
3119,2.26E+11,2.36E+06
3120,2.26E+11,2.36E+06
3121,2.26E+11,2.36E+06
3122,2.26E+11,2.36E+06
3123,2.26E+11,2.36E+06
3124,2.26E+11,2.36E+06
3125,2.27E+11,2.36E+06
3126,2.27E+11,2.36E+06
3127,2.27E+11,2.36E+06
3128,2.27E+11,2.36E+06
3129,2.27E+11,2.36E+06
3130,2.27E+11,2.36E+06
3131,2.27E+11,2.36E+06
3132,2.27E+11,2.36E+06
3133,2.27E+11,2.36E+06
3134,2.27E+11,2.36E+06
3135,2.27E+11,2.36E+06
3136,2.27E+11,2.36E+06
3137,2.27E+11,2.36E+06
3138,2.27E+11,2.36E+06
3139,2.28E+11,2.36E+06
3140,2.28E+11,2.36E+06
3141,2.28E+11,2.36E+06
3142,2.28E+11,2.36E+06
3143,2.28E+11,2.36E+06
3144,2.28E+11,2.36E+06
3145,2.28E+11,2.36E+06
3146,2.28E+11,2.36E+06
3147,2.28E+11,2.36E+06
3148,2.28E+11,2.36E+06
3149,2.28E+11,2.36E+06
3150,2.28E+11,2.36E+06
3151,2.28E+11,2.36E+06
3152,2.28E+11,2.36E+06
3153,2.29E+11,2.36E+06
3154,2.29E+11,2.36E+06
3155,2.29E+11,2.36E+06
3156,2.29E+11,2.36E+06
3157,2.29E+11,2.36E+06
3158,2.29E+11,2.36E+06
3159,2.29E+11,2.36E+06
3160,2.29E+11,2.36E+06
3161,2.29E+11,2.36E+06
3162,2.29E+11,2.36E+06
3163,2.29E+11,2.36E+06
3164,2.29E+11,2.36E+06
3165,2.29E+11,2.36E+06
3166,2.30E+11,2.36E+06
3167,2.30E+11,2.36E+06
3168,2.30E+11,2.36E+06
3169,2.30E+11,2.36E+06
3170,2.30E+11,2.36E+06
3171,2.30E+11,2.36E+06
3172,2.30E+11,2.36E+06
3173,2.30E+11,2.36E+06
3174,2.30E+11,2.36E+06
3175,2.30E+11,2.36E+06
3176,2.30E+11,2.36E+06
3177,2.30E+11,2.36E+06
3178,2.30E+11,2.36E+06
3179,2.30E+11,2.36E+06
3180,2.31E+11,2.36E+06
3181,2.31E+11,2.36E+06
3182,2.31E+11,2.36E+06
3183,2.31E+11,2.36E+06
3184,2.31E+11,2.36E+06
3185,2.31E+11,2.36E+06
3186,2.31E+11,2.36E+06
3187,2.31E+11,2.36E+06
3188,2.31E+11,2.36E+06
3189,2.31E+11,2.36E+06
3190,2.31E+11,2.36E+06
3191,2.31E+11,2.36E+06
3192,2.31E+11,2.36E+06
3193,2.31E+11,2.36E+06
3194,2.32E+11,2.36E+06
3195,2.32E+11,2.36E+06
3196,2.32E+11,2.36E+06
3197,2.32E+11,2.36E+06
3198,2.32E+11,2.36E+06
3199,2.32E+11,2.36E+06
3200,2.32E+11,2.36E+06
3201,2.32E+11,2.36E+06
3202,2.32E+11,2.36E+06
3203,2.32E+11,2.36E+06
3204,2.32E+11,2.36E+06
3205,2.32E+11,2.36E+06
3206,2.32E+11,2.36E+06
3207,2.32E+11,2.36E+06
3208,2.33E+11,2.36E+06
3209,2.33E+11,2.36E+06
3210,2.33E+11,2.36E+06
3211,2.33E+11,2.36E+06
3212,2.33E+11,2.36E+06
3213,2.33E+11,2.36E+06
3214,2.33E+11,2.36E+06
3215,2.33E+11,2.36E+06
3216,2.33E+11,2.36E+06
3217,2.33E+11,2.36E+06
3218,2.33E+11,2.36E+06
3219,2.33E+11,2.36E+06
3220,2.33E+11,2.36E+06
3221,2.33E+11,2.36E+06
3222,2.34E+11,2.36E+06
3223,2.34E+11,2.36E+06
3224,2.34E+11,2.36E+06
3225,2.34E+11,2.36E+06
3226,2.34E+11,2.36E+06
3227,2.34E+11,2.36E+06
3228,2.34E+11,2.36E+06
3229,2.34E+11,2.36E+06
3230,2.34E+11,2.36E+06
3231,2.34E+11,2.36E+06
3232,2.34E+11,2.36E+06
3233,2.34E+11,2.36E+06
3234,2.34E+11,2.36E+06
3235,2.35E+11,2.36E+06
3236,2.35E+11,2.36E+06
3237,2.35E+11,2.36E+06
3238,2.35E+11,2.36E+06
3239,2.35E+11,2.36E+06
3240,2.35E+11,2.36E+06
3241,2.35E+11,2.36E+06
3242,2.35E+11,2.36E+06
3243,2.35E+11,2.36E+06
3244,2.35E+11,2.36E+06
3245,2.35E+11,2.36E+06
3246,2.35E+11,2.36E+06
3247,2.35E+11,2.36E+06
3248,2.35E+11,2.36E+06
3249,2.36E+11,2.36E+06
3250,2.36E+11,2.36E+06
3251,2.36E+11,2.36E+06
3252,2.36E+11,2.36E+06
3253,2.36E+11,2.36E+06
3254,2.36E+11,2.36E+06
3255,2.36E+11,2.36E+06
3256,2.36E+11,2.36E+06
3257,2.36E+11,2.36E+06
3258,2.36E+11,2.36E+06
3259,2.36E+11,2.36E+06
3260,2.36E+11,2.36E+06
3261,2.36E+11,2.36E+06
3262,2.36E+11,2.36E+06
3263,2.37E+11,2.36E+06
3264,2.37E+11,2.36E+06
3265,2.37E+11,2.36E+06
3266,2.37E+11,2.36E+06
3267,2.37E+11,2.36E+06
3268,2.37E+11,2.36E+06
3269,2.37E+11,2.36E+06
3270,2.37E+11,2.36E+06
3271,2.37E+11,2.36E+06
3272,2.37E+11,2.36E+06
3273,2.37E+11,2.36E+06
3274,2.37E+11,2.36E+06
3275,2.37E+11,2.36E+06
3276,2.37E+11,2.36E+06
3277,2.38E+11,2.36E+06
3278,2.38E+11,2.36E+06
3279,2.38E+11,2.36E+06
3280,2.38E+11,2.36E+06
3281,2.38E+11,2.36E+06
3282,2.38E+11,2.36E+06
3283,2.38E+11,2.36E+06
3284,2.38E+11,2.36E+06
3285,2.38E+11,2.36E+06
3286,2.38E+11,2.36E+06
3287,2.38E+11,2.36E+06
3288,2.38E+11,2.36E+06
3289,2.38E+11,2.36E+06
3290,2.38E+11,2.36E+06
3291,2.39E+11,2.36E+06
3292,2.39E+11,2.36E+06
3293,2.39E+11,2.36E+06
3294,2.39E+11,2.36E+06
3295,2.39E+11,2.36E+06
3296,2.39E+11,2.36E+06
3297,2.39E+11,2.36E+06
3298,2.39E+11,2.36E+06
3299,2.39E+11,2.36E+06
3300,2.39E+11,2.36E+06
3301,2.39E+11,2.36E+06
3302,2.39E+11,2.36E+06
3303,2.39E+11,2.36E+06
3304,2.40E+11,2.36E+06
3305,2.40E+11,2.36E+06
3306,2.40E+11,2.36E+06
3307,2.40E+11,2.36E+06
3308,2.40E+11,2.36E+06
3309,2.40E+11,2.36E+06
3310,2.40E+11,2.36E+06
3311,2.40E+11,2.36E+06
3312,2.40E+11,2.36E+06
3313,2.40E+11,2.36E+06
3314,2.40E+11,2.36E+06
3315,2.40E+11,2.36E+06
3316,2.40E+11,2.36E+06
3317,2.40E+11,2.36E+06
3318,2.41E+11,2.36E+06
3319,2.41E+11,2.36E+06
3320,2.41E+11,2.36E+06
3321,2.41E+11,2.36E+06
3322,2.41E+11,2.36E+06
3323,2.41E+11,2.36E+06
3324,2.41E+11,2.36E+06
3325,2.41E+11,2.36E+06
3326,2.41E+11,2.36E+06
3327,2.41E+11,2.36E+06
3328,2.41E+11,2.36E+06
3329,2.41E+11,2.36E+06
3330,2.41E+11,2.36E+06
3331,2.41E+11,2.36E+06
3332,2.42E+11,2.36E+06
3333,2.42E+11,2.36E+06
3334,2.42E+11,2.36E+06
3335,2.42E+11,2.36E+06
3336,2.42E+11,2.36E+06
3337,2.42E+11,2.36E+06
3338,2.42E+11,2.36E+06
3339,2.42E+11,2.36E+06
3340,2.42E+11,2.36E+06
3341,2.42E+11,2.36E+06
3342,2.42E+11,2.36E+06
3343,2.42E+11,2.36E+06
3344,2.42E+11,2.36E+06
3345,2.42E+11,2.36E+06
3346,2.43E+11,2.36E+06
3347,2.43E+11,2.36E+06
3348,2.43E+11,2.36E+06
3349,2.43E+11,2.36E+06
3350,2.43E+11,2.36E+06
3351,2.43E+11,2.36E+06
3352,2.43E+11,2.36E+06
3353,2.43E+11,2.36E+06
3354,2.43E+11,2.36E+06
3355,2.43E+11,2.36E+06
3356,2.43E+11,2.36E+06
3357,2.43E+11,2.36E+06
3358,2.43E+11,2.36E+06
3359,2.43E+11,2.36E+06
3360,2.44E+11,2.36E+06
3361,2.44E+11,2.36E+06
3362,2.44E+11,2.36E+06
3363,2.44E+11,2.36E+06
3364,2.44E+11,2.36E+06
3365,2.44E+11,2.36E+06
3366,2.44E+11,2.36E+06
3367,2.44E+11,2.36E+06
3368,2.44E+11,2.36E+06
3369,2.44E+11,2.36E+06
3370,2.44E+11,2.36E+06
3371,2.44E+11,2.36E+06
3372,2.44E+11,2.36E+06
3373,2.45E+11,2.36E+06
3374,2.45E+11,2.36E+06
3375,2.45E+11,2.36E+06
3376,2.45E+11,2.36E+06
3377,2.45E+11,2.36E+06
3378,2.45E+11,2.36E+06
3379,2.45E+11,2.36E+06
3380,2.45E+11,2.36E+06
3381,2.45E+11,2.36E+06
3382,2.45E+11,2.36E+06
3383,2.45E+11,2.36E+06
3384,2.45E+11,2.36E+06
3385,2.45E+11,2.36E+06
3386,2.45E+11,2.36E+06
3387,2.46E+11,2.36E+06
3388,2.46E+11,2.36E+06
3389,2.46E+11,2.36E+06
3390,2.46E+11,2.36E+06
3391,2.46E+11,2.36E+06
3392,2.46E+11,2.36E+06
3393,2.46E+11,2.36E+06
3394,2.46E+11,2.36E+06
3395,2.46E+11,2.36E+06
3396,2.46E+11,2.36E+06
3397,2.46E+11,2.36E+06
3398,2.46E+11,2.36E+06
3399,2.46E+11,2.36E+06
3400,2.46E+11,2.36E+06
3401,2.47E+11,2.36E+06
3402,2.47E+11,2.36E+06
3403,2.47E+11,2.36E+06
3404,2.47E+11,2.36E+06
3405,2.47E+11,2.36E+06
3406,2.47E+11,2.36E+06
3407,2.47E+11,2.36E+06
3408,2.47E+11,2.36E+06
3409,2.47E+11,2.36E+06
3410,2.47E+11,2.36E+06
3411,2.47E+11,2.36E+06
3412,2.47E+11,2.36E+06
3413,2.47E+11,2.36E+06
3414,2.47E+11,2.36E+06
3415,2.48E+11,2.36E+06
3416,2.48E+11,2.36E+06
3417,2.48E+11,2.36E+06
3418,2.48E+11,2.36E+06
3419,2.48E+11,2.36E+06
3420,2.48E+11,2.36E+06
3421,2.48E+11,2.36E+06
3422,2.48E+11,2.36E+06
3423,2.48E+11,2.36E+06
3424,2.48E+11,2.36E+06
3425,2.48E+11,2.36E+06
3426,2.48E+11,2.36E+06
3427,2.48E+11,2.36E+06
3428,2.48E+11,2.36E+06
3429,2.49E+11,2.36E+06
3430,2.49E+11,2.36E+06
3431,2.49E+11,2.36E+06
3432,2.49E+11,2.36E+06
3433,2.49E+11,2.36E+06
3434,2.49E+11,2.36E+06
3435,2.49E+11,2.36E+06
3436,2.49E+11,2.36E+06
3437,2.49E+11,2.36E+06
3438,2.49E+11,2.36E+06
3439,2.49E+11,2.36E+06
3440,2.49E+11,2.36E+06
3441,2.49E+11,2.36E+06
3442,2.50E+11,2.36E+06
3443,2.50E+11,2.36E+06
3444,2.50E+11,2.36E+06
3445,2.50E+11,2.36E+06
3446,2.50E+11,2.36E+06
3447,2.50E+11,2.36E+06
3448,2.50E+11,2.36E+06
3449,2.50E+11,2.36E+06
3450,2.50E+11,2.36E+06
3451,2.50E+11,2.36E+06
3452,2.50E+11,2.36E+06
3453,2.50E+11,2.36E+06
3454,2.50E+11,2.36E+06
3455,2.50E+11,2.36E+06
3456,2.51E+11,2.36E+06
3457,2.51E+11,2.36E+06
3458,2.51E+11,2.36E+06
3459,2.51E+11,2.36E+06
3460,2.51E+11,2.36E+06
3461,2.51E+11,2.36E+06
3462,2.51E+11,2.36E+06
3463,2.51E+11,2.36E+06
3464,2.51E+11,2.36E+06
3465,2.51E+11,2.36E+06
3466,2.51E+11,2.36E+06
3467,2.51E+11,2.36E+06
3468,2.51E+11,2.36E+06
3469,2.51E+11,2.36E+06
3470,2.52E+11,2.36E+06
3471,2.52E+11,2.36E+06
3472,2.52E+11,2.36E+06
3473,2.52E+11,2.36E+06
3474,2.52E+11,2.36E+06
3475,2.52E+11,2.36E+06
3476,2.52E+11,2.36E+06
3477,2.52E+11,2.36E+06
3478,2.52E+11,2.36E+06
3479,2.52E+11,2.36E+06
3480,2.52E+11,2.36E+06
3481,2.52E+11,2.36E+06
3482,2.52E+11,2.36E+06
3483,2.52E+11,2.36E+06
3484,2.53E+11,2.36E+06
3485,2.53E+11,2.36E+06
3486,2.53E+11,2.36E+06
3487,2.53E+11,2.36E+06
3488,2.53E+11,2.36E+06
3489,2.53E+11,2.36E+06
3490,2.53E+11,2.36E+06
3491,2.53E+11,2.36E+06
3492,2.53E+11,2.36E+06
3493,2.53E+11,2.36E+06
3494,2.53E+11,2.36E+06
3495,2.53E+11,2.36E+06
3496,2.53E+11,2.36E+06
3497,2.54E+11,2.36E+06
3498,2.54E+11,2.36E+06
3499,2.54E+11,2.36E+06
3500,2.54E+11,2.36E+06
3501,2.54E+11,2.36E+06
3502,2.54E+11,2.36E+06
3503,2.54E+11,2.36E+06
3504,2.54E+11,2.36E+06
3505,2.54E+11,2.36E+06
3506,2.54E+11,2.36E+06
3507,2.54E+11,2.36E+06
3508,2.54E+11,2.36E+06
3509,2.54E+11,2.36E+06
3510,2.54E+11,2.36E+06
3511,2.55E+11,2.36E+06
3512,2.55E+11,2.36E+06
3513,2.55E+11,2.36E+06
3514,2.55E+11,2.36E+06
3515,2.55E+11,2.36E+06
3516,2.55E+11,2.36E+06
3517,2.55E+11,2.36E+06
3518,2.55E+11,2.36E+06
3519,2.55E+11,2.36E+06
3520,2.55E+11,2.36E+06
3521,2.55E+11,2.36E+06
3522,2.55E+11,2.36E+06
3523,2.55E+11,2.36E+06
3524,2.55E+11,2.36E+06
3525,2.56E+11,2.36E+06
3526,2.56E+11,2.36E+06
3527,2.56E+11,2.36E+06
3528,2.56E+11,2.36E+06
3529,2.56E+11,2.36E+06
3530,2.56E+11,2.36E+06
3531,2.56E+11,2.36E+06
3532,2.56E+11,2.36E+06
3533,2.56E+11,2.36E+06
3534,2.56E+11,2.36E+06
3535,2.56E+11,2.36E+06
3536,2.56E+11,2.36E+06
3537,2.56E+11,2.36E+06
3538,2.56E+11,2.36E+06
3539,2.57E+11,2.36E+06
3540,2.57E+11,2.36E+06
3541,2.57E+11,2.36E+06
3542,2.57E+11,2.36E+06
3543,2.57E+11,2.36E+06
3544,2.57E+11,2.36E+06
3545,2.57E+11,2.36E+06
3546,2.57E+11,2.36E+06
3547,2.57E+11,2.36E+06
3548,2.57E+11,2.36E+06
3549,2.57E+11,2.36E+06
3550,2.57E+11,2.36E+06
3551,2.57E+11,2.36E+06
3552,2.57E+11,2.36E+06
3553,2.58E+11,2.36E+06
3554,2.58E+11,2.36E+06
3555,2.58E+11,2.36E+06
3556,2.58E+11,2.36E+06
3557,2.58E+11,2.36E+06
3558,2.58E+11,2.36E+06
3559,2.58E+11,2.36E+06
3560,2.58E+11,2.36E+06
3561,2.58E+11,2.36E+06
3562,2.58E+11,2.36E+06
3563,2.58E+11,2.36E+06
3564,2.58E+11,2.36E+06
3565,2.58E+11,2.36E+06
3566,2.59E+11,2.36E+06
3567,2.59E+11,2.36E+06
3568,2.59E+11,2.36E+06
3569,2.59E+11,2.36E+06
3570,2.59E+11,2.36E+06
3571,2.59E+11,2.36E+06
3572,2.59E+11,2.36E+06
3573,2.59E+11,2.36E+06
3574,2.59E+11,2.36E+06
3575,2.59E+11,2.36E+06
3576,2.59E+11,2.36E+06
3577,2.59E+11,2.36E+06
3578,2.59E+11,2.36E+06
3579,2.59E+11,2.36E+06
3580,2.60E+11,2.36E+06
3581,2.60E+11,2.36E+06
3582,2.60E+11,2.36E+06
3583,2.60E+11,2.36E+06
3584,2.60E+11,2.36E+06
3585,2.60E+11,2.36E+06
3586,2.60E+11,2.36E+06
3587,2.60E+11,2.36E+06
3588,2.60E+11,2.36E+06
3589,2.60E+11,2.36E+06
3590,2.60E+11,2.36E+06
3591,2.60E+11,2.36E+06
3592,2.60E+11,2.36E+06
3593,2.60E+11,2.36E+06
3594,2.61E+11,2.36E+06
3595,2.61E+11,2.36E+06
3596,2.61E+11,2.36E+06
3597,2.61E+11,2.36E+06
3598,2.61E+11,2.36E+06
3599,2.61E+11,2.36E+06
3600,2.61E+11,2.36E+06
3601,2.61E+11,2.36E+06
3602,2.61E+11,2.36E+06
3603,2.61E+11,2.36E+06
3604,2.61E+11,2.36E+06
3605,2.61E+11,2.36E+06
3606,2.61E+11,2.36E+06
3607,2.61E+11,2.36E+06
3608,2.62E+11,2.36E+06
3609,2.62E+11,2.36E+06
3610,2.62E+11,2.36E+06
3611,2.62E+11,2.36E+06
3612,2.62E+11,2.36E+06
3613,2.62E+11,2.36E+06
3614,2.62E+11,2.36E+06
3615,2.62E+11,2.36E+06
3616,2.62E+11,2.36E+06
3617,2.62E+11,2.36E+06
3618,2.62E+11,2.36E+06
3619,2.62E+11,2.36E+06
3620,2.62E+11,2.36E+06
3621,2.62E+11,2.36E+06
3622,2.63E+11,2.36E+06
3623,2.63E+11,2.36E+06
3624,2.63E+11,2.36E+06
3625,2.63E+11,2.36E+06
3626,2.63E+11,2.36E+06
3627,2.63E+11,2.36E+06
3628,2.63E+11,2.36E+06
3629,2.63E+11,2.36E+06
3630,2.63E+11,2.36E+06
3631,2.63E+11,2.36E+06
3632,2.63E+11,2.36E+06
3633,2.63E+11,2.36E+06
3634,2.63E+11,2.36E+06
3635,2.64E+11,2.36E+06
3636,2.64E+11,2.36E+06
3637,2.64E+11,2.36E+06
3638,2.64E+11,2.36E+06
3639,2.64E+11,2.36E+06
3640,2.64E+11,2.36E+06
3641,2.64E+11,2.36E+06
3642,2.64E+11,2.36E+06
3643,2.64E+11,2.36E+06
3644,2.64E+11,2.36E+06
3645,2.64E+11,2.36E+06
3646,2.64E+11,2.36E+06
3647,2.64E+11,2.36E+06
3648,2.64E+11,2.36E+06
3649,2.65E+11,2.36E+06
3650,2.65E+11,2.36E+06
3651,2.65E+11,2.36E+06
3652,2.65E+11,2.36E+06
3653,2.65E+11,2.36E+06
3654,2.65E+11,2.36E+06
3655,2.65E+11,2.36E+06
3656,2.65E+11,2.36E+06
3657,2.65E+11,2.36E+06
3658,2.65E+11,2.36E+06
3659,2.65E+11,2.36E+06
3660,2.65E+11,2.36E+06
3661,2.65E+11,2.36E+06
3662,2.65E+11,2.36E+06
3663,2.66E+11,2.36E+06
3664,2.66E+11,2.36E+06
3665,2.66E+11,2.36E+06
3666,2.66E+11,2.36E+06
3667,2.66E+11,2.36E+06
3668,2.66E+11,2.36E+06
3669,2.66E+11,2.36E+06
